0,0,1,2093.99072265625,554.0523681640625
0,1,1,2152.689453125,553.085693359375
0,2,1,2213.46484375,552.1943359375
0,3,1,2274.748291015625,551.86419677734375
0,4,1,2336.11962890625,551.69720458984375
0,5,1,2394.79541015625,551.8648681640625
0,6,1,2093.43212890625,587.4581298828125
0,7,1,2152.667724609375,587.12939453125
0,8,1,2213.748291015625,586.78814697265625
0,9,1,2275.893798828125,586.25262451171875
0,10,1,2337.239990234375,585.7813720703125
0,11,1,2396.938232421875,585.1854248046875
0,12,1,2093.15576171875,621.38128662109375
0,13,1,2152.551025390625,621.8253173828125
0,14,1,2214.290283203125,621.79071044921875
0,15,1,2276.709716796875,621.31610107421875
0,16,1,2338.738525390625,620.39898681640625
0,17,1,2398.4990234375,619.0994873046875
0,18,1,2092.681884765625,655.18548583984375
0,19,1,2152.708251953125,656.29486083984375
0,20,1,2214.63330078125,656.6170654296875
0,21,1,2277.748779296875,656.16229248046875
0,22,1,2339.927978515625,654.9169921875
0,23,1,2400.427734375,652.825439453125
0,24,1,2092.6904296875,687.723388671875
0,25,1,2152.358154296875,689.52783203125
0,26,1,2215.50634765625,690.2083740234375
0,27,1,2278.275390625,689.7802734375
0,28,1,2341.619873046875,688.07574462890625
0,29,1,2401.848388671875,685.390625
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
